Item Code,Division,Department,Category,Class,Group,Description,UOM,Brand,Total QOH,Total Avail.,Status,Condition,Issue Ctrl,Item GTIN
HFP01B__BLCK000L,,,,WW,CMTO,Pants Fleece Black Large,EACH,HAWKE,0,0,S,I,U,9314044000393
HFP01B__BLCK000M,,,,WW,CMTO,Pants Fleece Black Medium,EACH,HAWKE,0,0,S,I,U,9314044000386
HFP01B__BLCK000S,,,,WW,CMTO,Pants Fleece Black Small,EACH,HAWKE,0,0,S,I,U,9314044000379
HFP01B__BLCK00XL,,,,WW,CMTO,Pants Fleece Black XL,EACH,HAWKE,0,0,S,I,U,9314044000409
HFP01B__BLCK02XL,,,,WW,CMTO,Pants Fleece Black 2XL,EACH,HAWKE,0,0,S,I,U,9314044000416
HFP01B__BLCK03XL,,,,WW,CMTO,Pants Fleece Black 3XL,EACH,HAWKE,0,0,S,I,U,9314044000423
HFP01B__GYMA000L,,,,WW,CMTO,Pants Fleece Grey Marle Large,EACH,HAWKE,0,0,S,I,U,9314044000454
HFP01B__GYMA000M,,,,WW,CMTO,Pants Fleece Grey Marle Medium,EACH,HAWKE,0,0,S,I,U,9314044000447
HFP01B__GYMA000S,,,,WW,CMTO,Pants Fleece Grey Marle Small,EACH,HAWKE,0,0,S,I,U,9314044000430
HFP01B__GYMA00XL,,,,WW,CMTO,Pants Fleece Grey Marle XL,EACH,HAWKE,0,0,S,I,U,9314044000461
HFP01B__GYMA02XL,,,,WW,CMTO,Pants Fleece Grey Marle 2XL,EACH,HAWKE,0,0,S,I,U,9314044000478
HFP01B__GYMA03XL,,,,WW,CMTO,Pants Fleece Grey Marle 3XL,EACH,HAWKE,0,0,S,I,U,9314044000485
HFPROFIL,,,,PP,PRMH,Profile Half Face Respirator,EACH,3MAUST,0,0,Z,A,U,
HFPROFILHALF000L,,,,PP,PRMH,Profile Half Face Respirator Respirator Profile 2 Half Face TPE Large 032272 - 695418,EACH,3MAUST,0,0,S,C,U,
HFPROFILHALF000M,,,,PP,PRMH,Profile Half Face Respirator Respirator Profile 2 Half Face TPE Medium 032271 - 695652,EACH,3MAUST,3,3,S,C,U,
HFPROFILHALF000S,,,,PP,PRMH,Profile Half Face Respirator Respirator Profile 2 Half Face TPE Small 032270 - 695416,EACH,3MAUST,0,0,S,A,U,
